,drug,OPAL Price,OPAL Amount,OPAL Unit,OPAL Standardized Cost,OPAL Standardized Unit
537,Megestrol Acetate,2.5772666666666666,625.0,mg,4.1236266666666666,g
538,MEMAntine,0.08549999999999999,5.0,mg,17.099999999999998,g
539,Metoclopramide,0.030211416490486257,5.0,mg,6.042283298097251,g
540,Methazolamide,0.6601,25.0,mg,26.404,g
541,Miconazole 2% Cream,,,,,
542,Miconazole Powder 2%,,,,,
543,Mirtazapine,0.1005,15.0,mg,6.700000000000001,g
544,Milk of Magnesia,0.005083333333333333,,,,
545,Montelukast Sodium,,,,,
546,Morphine SR (MS Contin),,,,,
547,Morphine Sulfate SR,,,,,
548,Multiple Vitamins Liq.,,,,,
549,Mult,518.63,300.0,iu,1.7287666666666666,iu
550,Multivit,0.035666666666666666,,,,
551,multi,518.63,300.0,iu,1.7287666666666666,iu
552,Multivitamin IV,,,,,
553,Multivitamin-12,,,,,
554,Multivitamin 12,,,,,
555,Nadolol,0.1598,20.0,mg,7.989999999999999,g
556,Nafcillin,4.07,1.0,g,4.07,g
557,Naloxone,20.055,4.0,mg,5013.75,g
558,NIFEdipine,1.5658,20.0,mg,78.29,g
559,Nimodipine,2.8396666666666666,30.0,mg,94.65555555555555,g
560,Nortriptyline,0.3211416490486258,10.0,mg,32.11416490486258,g
561,NS (Glass Bottle),,,,,
562,NS (Irrigation Bottle),,,,,
563,Nitroglycerin SL,,,,,
564,Nystatin Oral Suspension,,,,,
565,Nystatin,0.06833333333333333,100000.0,unt/g,6.833333333333333e-07,unt/g
566,Omeprazole,0.7536666666666666,20.0,mg,37.68333333333333,g
567,Oseltamivir Phosphate,,,,,
568,Oseltamivir,7.5569999999999995,30.0,mg,251.9,g
569,Oxacillin,0.3833,250.0,mg,1.5332,g
570,Oxazepam,0.7487,10.0,mg,74.87,g
571,Oxycodone (Sustained Release),,,,,
572,Oxycodone SR (OxyconTIN),,,,,
573,Pantoprazole,1.827,40.0,mg,45.675,g
574,Paroxetine HCl,0.3488,10.0,mg,34.88,g
575,Paroxetine,0.3488,10.0,mg,34.88,g
576,Penicillin G Potassium,33.5,,,,
577,Famotidine,0.0484,20.0,mg,2.42,g
578,Neo-Synephrine,,,,,
579,Phenytoin Infatab,,,,,
580,NEO*SC*Polio Vaccine (Inactive),,,,,
581,Pravastatin,3.497,10.0,mg,349.7,g
582,Pregabalin,0.1522198731501057,20.0,mg/ml,0.007610993657505285,g/l
583,Lyrica,7.3309999999999995,25.0,mg,293.23999999999995,g
584,Promethazine,0.9816666666666666,12.5,mg,78.53333333333332,g
585,Propylthiouracil,0.21780000000000002,50.0,mg,4.356,g
586,Fluoxetine HCl,0.040999999999999995,10.0,mg,4.1,g
587,Fluoxetine,0.0464,20.0,mg,2.32,g
588,Psyllium Wafer,,,,,
589,Pyridoxine HCl,0.011200000000000002,25.0,mg,0.44800000000000006,g
590,Pyridostigmine Bromide,,,,,
591,Quetiapine Fumarate,0.10064000000000001,25.0,mg,4.0256,g
592,Evista,6.633,60.0,mg,110.55,g
593,Actonel,81.4075,35.0,mg,2325.928571428571,g
594,Risperidone (Disintegrating Tablet),,,,,
595,Methylphenidate,0.2724,10.0,mg,27.24,g
596,Oxycodone-Acetaminophen Elixir,,,,,
597,Senna,0.02928270042194093,,,,
598,Sertraline,0.0728,25.0,mg,2.912,g
599,Sertraline HCl,0.0728,25.0,mg,2.912,g
600,Sildenafil Citrate,0.9820535714285714,10.0,mg/ml,0.09820535714285714,g/l
601,Simethicone,0.0565,125.0,mg,0.452,g
602,Simvastatin,3.71827,10.0,mg,371.827,g
603,Sodium Chloride 3% Inhalation Soln,,,,,
604,Sotalol,1636.23,150.0,mg,10908.2,g
605,Sotalol HCl,0.0738,80.0,mg,0.9225,g
606,Spironolactone,0.037899999999999996,25.0,mg,1.5159999999999998,g
607,Tamsulosin,0.475,0.4,mg,1187.5,g
608,Tamsulosin HCl,0.475,0.4,mg,1187.5,g
609,Temazepam,24.97,7.5,mg,3329.3333333333335,g
610,Terazosin,0.1026,1.0,mg,102.6,g
611,Terazosin HCl,0.1026,1.0,mg,102.6,g
612,ChlorproMAZINE,0.5318999999999999,10.0,mg,53.18999999999999,g
613,Chlorpromazine HCl,0.5318999999999999,10.0,mg,53.18999999999999,g
614,Thrombin,60.26,,,,
615,Metoprolol XL,,,,,
616,Metoprolol Succinate XL,,,,,
617,Metoprolol XL (Toprol XL),,,,,
618,Torsemide,0.21366666666666667,20.0,mg,10.683333333333334,g
619,TraMADOL (Ultram),,,,,
620,traMADOL,0.5729175475687104,5.0,mg/ml,0.11458350951374208,g/l
621,traZODONE HCl,0.1091,150.0,mg,0.7273333333333334,g
622,Ampicillin-Sulbactam,,,,,
623,Unasyn,7.420999999999999,1.5,g,4.947333333333333,g
624,Valsartan,0.33611111111111114,160.0,mg,2.1006944444444446,g
625,Vancomycin Enema,,,,,
626,Verapamil HCl,1.3393000000000002,100.0,mg,13.393,g
627,Verapamil,1.3393000000000002,100.0,mg,13.393,g
628,Vitamin B Complex w/C,,,,,
629,Abacavir Sulfate,,,,,
630,Acebutolol HCl,0.5587,200.0,mg,2.7935,g
631,Dipyridamole-Aspirin,,,,,
632,Allopurinol,2033.1,500.0,mg,4066.2,g
633,Amiodarone HCl,2.2496666666666667,400.0,mg,5.6241666666666665,g
634,Ascorbic Acid,0.01871,500.0,mg,0.03742,g
635,Amoxicillin-Clavulanic Acid,,,,,
636,Aveeno Bath,,,,,
637,Belladonna & Opium (16.2/30mg),,,,,
638,Bacitracin,31.473333333333333,500.0,unt/g,0.06294666666666666,unt/g
639,Colazal,2.570392857142857,750.0,mg,3.4271904761904763,g
640,Qvar,19.403,40.0,mcg,485075.0,g
641,Benzonatate,0.0795,100.0,mg,0.7949999999999999,g
642,Bicitra,,,,,
643,Bisacodyl (Rectal),,,,,
644,budesonide,218.235,2.0,mg,109117.5,g
645,BuPROPion (Sustained Release),,,,,
646,Cabergoline,1.98,0.5,mg,3960.0,g
647,Calcium Carbonate,0.006019999999999999,10.0,g,0.0006019999999999999,g
648,Calcium Acetate,0.12494999999999999,667.0,mg,0.18733133433283355,g
649,Caphosol,5.3165625,,,,
650,Carvedilol,3.3093333333333335,10.0,mg,330.93333333333334,g
651,Cephalexin,0.1036,250.0,mg,0.4144,g
652,Chlorhexidine Gluconate 0.12% Oral Rinse,,,,,
653,Chlorhexidine Gluconate,1.0050000000000001,,,,
654,Ciprofloxacin HCl,6.284285714285715,,,,
655,Coenzyme Q10 Study Drug,,,,,
656,Creon 12,,,,,
657,Cyanocobalamin,0.018769230769230767,1000.0,mcg,18.769230769230766,g
658,D10W,26.596666666666668,,,,
659,D5W (Glass Bottle),,,,,
660,D5W (EXCEL BAG),,,,,
661,5% Dextrose (EXCEL BAG),,,,,
662,D5W (Excel),,,,,
663,Dapsone,1.2387777777777778,,,,
664,demeclocycline,5.54,150.0,mg,36.93333333333334,g
665,Dextromethorphan Poly Complex,,,,,
666,Dicloxacillin,0.3833,250.0,mg,1.5332,g
667,Phenytoin,4.1530000000000005,100.0,mg,41.53,g
668,Phenytoin Sodium Extended,,,,,
669,Disopyramide Phosphate,,,,,
670,Divalproex (DELayed Release),,,,,
671,Dobutamine,6.12,,,,
672,Docusate Sodium,1.7803333333333333,283.0,mg,6.290930506478209,g
673,Docusate Sodium (Liquid),,,,,
674,Dofetilide,0.2298333333333333,125.0,mcg,1838.6666666666665,g
675,Opium Tincture,,,,,
676,Efavirenz,7.638333333333334,600.0,mg,12.730555555555556,g
677,Emtricitabine,10.833666666666666,200.0,mg,54.16833333333333,g
678,Enfuvirtide,,,,,
679,Erythromycin,11.745333333333333,400.0,mg,29.36333333333333,g
680,Estrogens Conjugated,,,,,
681,Ethacrynate Sodium,,,,,
682,Famciclovir,1.4123333333333332,125.0,mg,11.298666666666666,g
683,Fentanyl Patch,,,,,
684,Fentanyl,1.1523999999999999,50.0,mcg/ml,23.047999999999995,g/l
685,Fleet Enema,,,,,
686,Fluconazole,1.8996666666666668,50.0,mg,37.99333333333333,g
687,Fludrocortisone Acetate,0.5214,0.1,mg,5213.999999999999,g
688,Flonase,1.126111111111111,,,,
689,Fosamprenavir,12.070500000000001,700.0,mg,17.24357142857143,g
690,Gastroview (Diatrizoate Meglumine & Sodium),,,,,
691,Gemfibrozil,0.07546,600.0,mg,0.12576666666666667,g
692,Gentamicin 0.3% Ophth. Ointment,,,,,
693,Copaxone,226.40866666666668,20.0,mg,11320.433333333334,g
694,Guaifenesin-Dextromethorphan,,,,,
695,Heparin Sodium (Preservative Free),,,,,
696,NEO*IM*Hepatitis B Vaccine,,,,,
697,Hydroxychloroquine Sulfate,,,,,
698,Hydroxyurea,0.3996,500.0,mg,0.7992,g
699,Eptifibatide,62.39166666666667,0.75,mg/ml,83.1888888888889,g/l
700,Isoniazid,0.08289999999999999,100.0,mg,0.8289999999999998,g
701,Sodium Polystyrene Sulfonate,0.13863134657836643,,,,
702,Ketorolac,1.508,30.0,mg/ml,0.05026666666666667,g/l
703,LaMIVudine,76.90799999999999,100.0,mg/l,769.0799999999998,g/l
704,LaMOTrigine,4.772333333333333,25.0,mg,190.89333333333332,g
705,Lansoprazole Oral Solution,,,,,
706,Lanthanum,3.0034444444444444,500.0,mg,6.006888888888889,g
707,Leucovorin Calcium,1.0,5.0,mg,200.0,g
708,Hyoscyamine,,,,,
709,Lidocaine Viscous 2%,,,,,
710,Fluocinonide 0.05% Ointment,,,,,
711,Fluocinonide 0.05% Cream,0.604,,,,
712,Linezolid,2.6766666666666667,600.0,mg,4.461111111111111,g
713,Vitamin E,0.08866666666666667,1000.0,unt,8.866666666666668e-05,unt
714,Magnesium Citrate,,,,,
715,Magnesium Oxide,0.025699999999999997,500.0,mg,0.051399999999999994,g
716,Meloxicam,23.974666666666668,5.0,mg,4794.933333333333,g
717,Psyllium,0.01962222222222222,,,,
718,Metformin,6.303999999999999,500.0,mg,12.607999999999999,g
719,MetFORMIN (Glucophage),,,,,
720,MetRONIDAZOLE (FLagyl),,,,,
721,Metronidazole,0.15085714285714286,,,,
722,Mineral Oil,,,,,
723,MoviPrep,47.45,,,,
724,Moxifloxacin,7.163333333333333,,,,
725,Rifabutin,4.6424,150.0,mg,30.949333333333335,g
726,sodiu,1.7803333333333333,283.0,mg,6.290930506478209,g
727,sodium bic,0.00864,5.0,g,0.001728,g
728,Naproxen,0.0556,220.0,mg,0.2527272727272727,g
729,Nefazodone HCl,,,,,
730,Neomycin-Polymyxin-Bacitracin,,,,,
731,CycloSPORINE (Neoral) MODIFIED,,,,,
732,Nicotine Patch,,,,,
733,Iron Polysaccharides Complex,,,,,
734,Nitroglycerin Ointment  2%,,,,,
735,Zofran,,,,,
736,Oxcarbazepine,7.230333333333333,300.0,mg,24.101111111111113,g
737,Oxycodone Liquid,,,,,
738,Pantoprazole Sodium,,,,,
739,Pentoxifylline,0.1948,40.0,mg,4.87,g
740,Phenazopyridine HCl,,,,,
741,Phenazopyridine,,,,,
742,Phosphorus,0.24350000000000002,250.0,mg,0.9740000000000001,g
743,Pilocarpine 2%,,,,,
744,NEO*IM*Pneumococcal 7-Valent,,,,,
745,Pneumococcal Vac Polyvalent,,,,,
746,PNEUMOcoccal Vac Polyvalent,,,,,
747,Mirapex,23.642666666666667,0.375,mg,63047.11111111111,g
748,Pramipexole,4.3293333333333335,0.375,mg,11544.888888888889,g
749,Promethazine HCl,0.9816666666666666,12.5,mg,78.53333333333332,g
750,Propafenone HCl,0.4408333333333333,225.0,mg,1.959259259259259,g
751,quiniDINE Gluconate E.R.,,,,,
752,Raltegravir,,,,,
753,Ranitidine,,,,,
754,sevelamer CARBONATE,0.1667037037037037,800.0,mg,0.2083796296296296,g
755,Ribavirin,4605.85,6.0,g,767.6416666666668,g
756,Rifaximin,,,,,
757,Risperidone Long Acting Injection,,,,,
758,RiTONAvir,,,,,
759,Rocuronium Bromide,,,,,
760,Scopolamine Patch,,,,,
761,Sevelamer,0.1667037037037037,800.0,mg,0.2083796296296296,g
762,simvastatin or placebo,,,,,
763,Sodium Chloride Nasal,,,,,
764,Tenofovir Disoproxil (Viread),,,,,
765,Thiamine,0.0134,50.0,mg,0.268,g
766,Thiamine HCl,0.0134,50.0,mg,0.268,g
767,Diltiazem Extended-Release,,,,,
768,Tigecycline,39.196,50.0,mg,783.92,g
769,Tobramycin 0.3% Ophth Soln,,,,,
770,tobramycin,23.4925,300.0,mg,78.30833333333334,g
771,Topiramate (Topamax),,,,,
772,Topiramate,5.533,100.0,mg,55.33,g
773,Ursodiol,0.4932,300.0,mg,1.6440000000000001,g
774,Valtrex,21.668666666666663,1.0,g,21.668666666666663,g
775,Valproate Sodium,,,,,
776,300 mcg Vial,,,,,
777,Hydrocodone-Acetaminophen,,,,,
778,Tocopheryl,,,,,
779,Zinc Sulfate,0.0194,,,,
780,Papain-Urea Spray,,,,,
781,ACD-A 3% Flush,,,,,
782,Albumin 5% (25 g),,,,,
783,Albumin 5% ,,,,,
784,Albumin 5% (12.5 g),,,,,
785,Albumin 5% (12.5g / 250mL),,,,,
786,Albumin 5% (12.5gm),,,,,
787,Albumin 5% (25g / 500mL),,,,,
788,Anidulafungin,,,,,
789,Aprotinin (Bovine),,,,,
790,Azithromycin ,0.792,100.0,mg,7.92,g
791,Mupirocin Nasal Ointment 2%,,,,,
792,Bivalirudin,49.408,5.0,mg/ml,9.8816,g/l
793,Caffeine-Sodium Benzoate,,,,,
794,Carbamazepine,0.12833333333333333,100.0,mg,1.2833333333333332,g
795,Cepacol (Menthol),,,,,
796,Cetylpyridinium Chl (Cepacol),,,,,
797,Activated Charcoal-Sorbitol,,,,,
798,Chloroprocaine 3% MPF,,,,,
799,cilo,0.3393333333333333,100.0,mg,3.393333333333333,g
800,Clotrimazole Cream,,,,,
801,Dextrose 20% in Water (D20W),,,,,
802,D5LR,,,,,
803,Dexmedetomidine,3.4172000000000002,100.0,mcg/ml,34.172,g/l
804,Dexmedetomidine HCl,3.4172000000000002,100.0,mcg/ml,34.172,g/l
805,Docusate So,1.7803333333333333,283.0,mg,6.290930506478209,g
806,Dolasetron Mesylate,,,,,
807,Doxycycline Hyclate,15.096666666666666,100.0,mg,150.96666666666664,g
808,Hydrocerin,,,,,
809,Eucerin,,,,,
810,Famotidine (IV),,,,,
811,Ferrous Sulfate (Liquid),,,,,
812,Fish Oil (Omega 3),,,,,
813,Gelclair,,,,,
814,Gentamicin,0.18566666666666667,,,,
815,Mucinex,0.18510000000000001,600.0,mg,0.30850000000000005,g
816,Hepatitis B Immune Globulin (Nabi-HB),,,,,
817,Lactulose Enema,,,,,
818,Lansoprazole Oral Disintegrating Tab,,,,,
819,Lidocaine 2%,2.3236000000000003,5.0,ml,464.7200000000001,l
820,Lithium Carbonate,0.3285,450.0,mg,0.73,g
821,Micafungin,25.13,50.0,mg,502.59999999999997,g
822,Milrinone,4.186,1.0,mg/ml,4.186,g/l
823,NiCARdipine IV,,,,,
824,Nitroglycerin,10.8075,0.4,mg,27018.749999999996,g
825,Olanzapine (Disintegrating Tablet),,,,,
826,OLANZapine (Disintegrating Tablet),,,,,
827,Ondansetron ODT,,,,,
828,Pancrelipase 5000,,,,,
829,Pentamidine-Inhalation,,,,,
830,Propranolol LA,,,,,
831,Racepinephrine,,,,,
832,Ranitidine (Liquid),,,,,
833,Syringe (Intraperitoneal),,,,,
834,Thiamine Study Drug (*IND*),,,,,
835,Tobramycin Inhalation Soln,,,,,
836,Valganciclovir HCl,4.5,50.0,mg/ml,0.09,g/l
837,Vancomycin Oral Liquid,,,,,
838,Venlafaxine XR,,,,,
839,Azithromycin,0.792,100.0,mg,7.92,g
840,Piperacillin-Tazobactam Na,,,,,
841,NEO*IM*Haemophilus B  Conj Vac,,,,,
842,Yellow CADD Cassette,,,,,
843,Calcium Chloride,8.593,100.0,mg/ml,0.08593,g/l
844,Calcium Carbonate Suspension,,,,,
845,Amino Acids 4.25% W/ Dextrose 5%,,,,,
846,Amino Acids 4.25%-Dextrose 5%,,,,,
847,TRISODIUM CITRATE 4% REPLACEMENT FLUID (Dialysis),,,,,
848,Leuprolide Acetate,318.0,22.5,mg,14133.333333333334,g
849,Levalbuterol Neb,,,,,
850,Xopenex Neb,,,,,
851,Xopenex,1.4173333333333333,,,,
852,Levalbuterol HCl,1.718,1.25,mg,1374.3999999999999,g
853,Dextrose 5%,6.535,1000.0,mg,6.535,g
854,Miconazole Nitrate (Combo Pack),,,,,
855,Remeron SolTab,4.581333333333333,45.0,mg,101.80740740740741,g
856,moxifloxacin,7.163333333333333,,,,
857,Vigamox,7.163333333333333,,,,
858,Mycophenolate Mofetil Suspension,,,,,
859,Niacin SR,,,,,
860,NORepinephrine,23.057,32.0,mcg/ml,720.5312499999999,g/l
861,Normocarb,,,,,
862,Normocarb Dialysate,,,,,
863,Phenytoin (Suspension),,,,,
864,PlasmaLyte,,,,,
865,Propofol (Generic),,,,,
866,Carbidopa-Levodopa (10-100),,,,,
867,Carbidopa-Levodopa CR (25-100),,,,,
868,Carbidopa-Levodopa (25-250),,,,,
869,Carbidopa-Levodopa (25-100),,,,,
870,Syringe (PD),,,,,
871,Verapamil SR,,,,,
872,Vera,1.3393000000000002,100.0,mg,13.393,g
873,Citrate Dextrose 3% (ACD-A) CRRT,,,,,
874,"Albumin, Human",,,,,
875,Readi-Cat 2 (Barium Sulfate 2% Suspension),,,,,
876,D5 1/2NS,,,,,
877,Epidural Bag,,,,,
878,NS (Excel),,,,,
879,Heparin Flush,,,,,
880,0.9% Sodium Chloride (Mini Bag Plus),,,,,
881,NS (Mini Bag Plus),,,,,
882,Palivizumab,,,,,
883,PFNS (Syringe),,,,,
884,Starter PN D5,,,,,
885,Starter PN D10,,,,,
886,0.45 % Sodium Chloride,,,,,
887,Amino Acids 5%-Dextrose 15%,,,,,
888,Fat Emulsion 20%,,,,,
889,DTaP-HepB-IPV Combined,,,,,
890,Emtricitabine-Tenofovir (Truvada),,,,,
891,Potassium Chl 20 mEq / 1000 mL NS,,,,,
892,Potassium Chl 40 mEq / 1000 mL NS,,,,,
893,Prismasate (Ca 3.5),,,,,
894,Potassium Chl 20 mEq / 1000 mL D5W,,,,,
895,Potassium Chl 40 mEq / 1000 mL D5W,,,,,
896,Sodium Chloride 0.45% Flush,,,,,
897,0.83% Sodium Chloride,,,,,
898,Potassium Chl 20 mEq / 1000 mL D5NS,,,,,
899,Potassium Chl 40 mEq / 1000 mL D5NS,,,,,
900,Prismasate (B32 K2),,,,,
901,Potassium Chl 20 mEq / 1000 mL D5 1/2 NS,,,,,
902,Potassium Chl 40 mEq / 1000 mL D5 1/2 NS,,,,,
903,Benztropine Mesylate,0.222,2.0,mg,111.0,g
904,Doxazosin,5.3020000000000005,1.0,mg,5302.0,g
905,Nitroglycerin SR,,,,,
906,Quinapril,,,,,
907,Ropinirole HCl,5.782666666666667,6.0,mg,963.7777777777777,g
908,Tizanidine HCl,0.1725,4.0,mg,43.12499999999999,g
909,Amitriptyline,0.09949999999999999,10.0,mg,9.95,g
910,Lotensin,1.4346,20.0,mg,71.73,g
911,Drotrecogin Alfa (Xigris),,,,,
912,Duloxetine,3.283333333333333,40.0,mg,82.08333333333333,g
913,Ethacrynic Acid,0.9595,25.0,mg,38.379999999999995,g
914,Fluphenazine,0.9934999999999999,1.0,mg,993.4999999999999,g
915,HydrOXYzine HCl,1.3599999999999999,25.0,mg,54.39999999999999,g
916,Isoproterenol HCl,39.758,0.2,mg/ml,198.79,g/l
917,Lamotrigine,4.772333333333333,25.0,mg,190.89333333333332,g
918,Arava,50.06633333333333,10.0,mg,5006.633333333333,g
919,Minocycline HCl,0.961,115.0,mg,8.356521739130434,g
920,VinCRIStine (Oncovin),,,,,
921,Vincristine Sulfate,,,,,
922,Ace,0.2787,125.0,mg,2.2296,g
923,Atazanavir,4.902666666666667,150.0,mg,32.684444444444445,g
924,Clarithromycin,4.8165000000000004,500.0,mg,9.633000000000001,g
925,Cefpodoxime Proxetil,1.35,100.0,mg,13.5,g
926,Darunavir,,,,,
927,Dexamethasone Sod Phosphate,,,,,
928,Ethambutol HCl,1.2024,400.0,mg,3.006,g
929,Itraconazole,0.5902666666666667,50.0,mg,11.805333333333333,g
930,Lepirudin,,,,,
931,methaDONE,1.693,10.0,mg,169.3,g
932,*NF* Micafungin,,,,,
933,Myfortic,4.789833333333333,180.0,mg,26.610185185185184,g
934,sodium,1.7803333333333333,283.0,mg,6.290930506478209,g
935,Nitroprusside Sodium,,,,,
936,Nitroglycerin Oint. 2%,,,,,
937,praziquantel,,,,,
938,Protamine Sulfate,,,,,
939,sevelamer HYDROCHLORIDE,,,,,
940,valpr,0.1522,250.0,mg,0.6088,g
941,Vasopressin,88.43799999999999,20.0,unt/ml,0.0044218999999999994,unt/l
942,Zonisamide,1.7822666666666664,100.0,mg,17.822666666666663,g
943,Albumin 5%,,,,,
944,albumin,0.10756,,,,
945,Albumin 5,,,,,
946,albumi,0.10756,,,,
947,Atovaquone Suspension,,,,,
948,Guaifenesin ER,,,,,
949,Ketamine (For Intubation),,,,,
950,Magnesium Sulfate (Latex Free),,,,,
951,Dilantin,0.6012,50.0,mg,12.024,g
952,Sodium Chloride 0.9%  Flush,,,,,
953,Lopinavir-Ritonavir,,,,,
954,galantamine,,,,,
955,Ropinirole,5.782666666666667,6.0,mg,963.7777777777777,g
956,Pancrease MT 16,,,,,
957,pramipexole,4.3293333333333335,0.375,mg,11544.888888888889,g
958,Fosphenytoin,10.1144,50.0,mg,202.28799999999998,g
959,Ivermectin,1.7693333333333334,,,,
960,Magnesium Sulfate Replacement (Oncology),,,,,
961,Sildenafil,0.9820535714285714,10.0,mg/ml,0.09820535714285714,g/l
962,Delavirdine Mesylate,,,,,
963,Fludarabine Phosphate,,,,,
964,Mesalamine,4.868571428571428,4.0,g,1.217142857142857,g
965,Methotrexate,0.22820000000000001,2.5,mg,91.28,g
966,Cyclosporine (Sandimmune),,,,,
967,Liposomal Cytarabine (Depocyt),,,,,
968,Ascorbic Acid (Liquid),,,,,
969,HYDROmorphone-HP,,,,,
970,Morphine Sulfate For Inhalation,,,,,
971,LeVETiracetam Solution,,,,,
972,LeVETiracetam Oral Solution,,,,,
973,Posaconazole Suspension,,,,,
974,Vancomycin Antibiotic Lock,,,,,
975,Prasugrel,0.21633333333333335,5.0,mg,43.266666666666666,g
976,Humulin R,73.9765,,,,
977,Insulin Regular Human,,,,,
978,Cefepime,13.020000000000001,2.0,g,6.510000000000001,g
979,Pamidronate,,,,,
980,Hydromorphone-HP,,,,,
981,Erythromycin Ethylsuccinate Suspension,,,,,
982,Heparin Flush CVL  (100 units/ml),,,,,
983,Peramivir,,,,,
984,Procainamide HCl,59.698,500.0,mg/ml,0.119396,g/l
985,Morphine (PF),,,,,
986,Entecavir,,,,,
987,Ferric Gluconate,,,,,
988,Intralipid/Liposyn III (Glass),,,,,
989,Syringe (PCA),,,,,
990,Nicardipine HCl IV,,,,,
991,Isotonic Sodium Chloride,,,,,
992,Paricalcitol,0.8623999999999999,2.0,mcg/ml,431.2,g/l
993,*NF* Warfarin,,,,,
994,Insulin Regular Human (U-500),,,,,
995,Syringe (SW),,,,,
996,Heparin Flush Port (10 units/mL),,,,,
997,Heparin Flush Port (10units/ml),,,,,
998,Risperidone Oral Solution,,,,,
999,MethylPHENIDATE (Ritalin),,,,,
1000,Codeine Sulfate,,,,,
1001,Cyclobenzaprine,0.0405,10.0,mg,4.05,g
1002,Morphine Sulfate (Oral Soln.),,,,,
1003,Muromonab-CD3,,,,,
1004,NEO*SC*Phytonadione,,,,,
1005,Codeine Phosphate,,,,,
1006,NEO*PO*Opium Tincture (Dilute),,,,,
1007,Enalaprilat,,,,,
1008,Ibup,0.02165217391304348,100.0,mg,0.2165217391304348,g
1009,Lidocaine 2% P.f.,,,,,
1010,Chlorpromazine,0.5318999999999999,10.0,mg,53.18999999999999,g
1011,Lidocaine 2%/Epinephrine,,,,,
1012,Lorazepam 2mg syringe,,,,,
1013,Ribavirin *NF*,,,,,
1014,Acetaminophen-Caff-Butalbital,,,,,
1015,Oxycodone-Acetaminophen (5mg-325mg),,,,,
1016,Guaifenesin-Codeine Phosphate,,,,,
1017,OxycoDONE-Acetaminophen Elixir,,,,,
1018,BusPIRone,0.06398,5.0,mg,12.796,g
1019,Ketamin,15.755,10.0,mg/ml,1.5755000000000001,g/l
1020,Hydrochloric Acid,,,,,
1021,D15W,38.5,,,,
1022,D25W,,,,,
1023,NS Epidural Bag (0.9% NaCl),,,,,
1024,AcetaZOLamide Sodium,,,,,
1025,AcetaZOLAMIDE Sodium,,,,,
1026,Acetazolamide Sodium,,,,,
1027,Chlorothiazide Sodium,,,,,
1028,Chlorothiazide,0.0471,10.0,mg,4.71,g
1029,Imipenem-Cilastatin,,,,,
1030,D7.5W,,,,,
1031,D12.5W,,,,,
1032,Hespan,9.544166666666667,,,,
1033,Sodium Chloride 3% (Hypertonic),,,,,
1034,Epinephrine 1:1000,1.5575999999999999,,,,
1035,Pancuronium Bromide,,,,,
1036,Maalox/Lidocaine,,,,,
1037,D5NS,,,,,
1038,0.45% Sodium Chloride,1.51,,,,
1039,D5 1/4NS,,,,,
1040,Aralast,0.3,,,,
1041,Phenobarbital,,,,,
1042,Dorzolamide 2% Ophth. Soln.,,,,,
1043,Ipratropium Bromide HFA,,,,,
1044,Morphine Sulfate ,,,,,
1045,NEO*PO*Bicitra,,,,,
1046,Sodium Bicarbonate 4% (2.4meq),,,,,
1047,Bacitracin/Polymyxin B Sulfate Opht. Oint,,,,,
1048,NEO*IV*Acyclovir,,,,,
1049,Azathioprine Sodium,,,,,
1050,beclomethasone dipropionate,,,,,
1051,NEO*IV*Cefazolin,,,,,
1052,Cidofovir,123.61800000000001,75.0,mg/ml,1.6482400000000001,g/l
1053,Clotrimazole 1% Vaginal Crm,,,,,
1054,Cromolyn Sodium (Nasal Inhalation),,,,,
1055,Desonide 0.05% Cream,0.6433333333333333,,,,
1056,Doxorubicin,24.0,2.0,mg/ml,12.0,g/l
1057,NEO*PO*Ergocalciferol,,,,,
1058,Glycerin Supps,,,,,
1059,Trastuzumab,,,,,
1060,Morphine Sulfate (4-8mg),,,,,
1061,SODium Chloride,1.3566666666666667,,,,
1062,NEO*IV*Amphotericin B,,,,,
1063,NEO*IV*CeftazIDIME,,,,,
1064,Praziquantel,,,,,
1065,PrednisoLONE Acetate 1% Ophth. Susp.,,,,,
1066,Anti-Thymocyte Globulin (Rabbit),,,,,
1067,ValGANCIclovir Suspension,,,,,
1068,ValGANCIclov,4.5,50.0,mg/ml,0.09,g/l
1069,Lumigan,104.15,,,,
1070,Cetuximab,,,,,
1071,Ciprofloxacin Ophth Soln,,,,,
1072,Etoposide,43.572,50.0,mg,871.44,g
1073,gatifloxacin,2.4328,,,,
1074,Carbamide Peroxide 6.5%,0.08466666666666667,,,,
1075,Debrox 6.5%,,,,,
1076,Ketamine HCl,15.755,10.0,mg/ml,1.5755000000000001,g/l
1077,PrednisoLONE Oral Solution,,,,,
1078,Phenylephrine 2.5 % Ophth Soln,,,,,
1079,Prevident Mint Gel 1.1%,,,,,
1080,Rituximab,10.751999999999999,100.0,mg/ml,0.10751999999999999,g/l
1081,Fluocinolone Acetonide 0.025% Cream,1.5866666666666667,,,,
1082,Theophylline (Oral Solution),,,,,
1083,Vancomycin 25mg/mL Ophth Soln,,,,,
1084,Acetylcysteine ,17.155,200.0,mg/ml,0.085775,g/l
1085,Trisodium Citrate 0.4% Replacement Soln,,,,,
1086,Benzocaine 20% Spray,,,,,
1087,Morphine PCA,,,,,
1088,Loperamide Oral Solution,,,,,
1089,NEO*PO*Lorazepam Oral Concentrate,,,,,
1090,NEO*PO*Nystatin Suspension,,,,,
1091,NEO*PO*Poly-VI-solution,,,,,
