,drug,OPAL Price,OPAL Amount,OPAL Unit,OPAL Standardized Cost,OPAL Standardized Unit
515,Fludrocortisone Acetate,0.5214,0.1,mg,5213.999999999999,g
516,Gastroview (Diatrizoate Meglumine & Sodium),,,,,
517,Gemfibrozil,0.07546,600.0,mg,0.12576666666666667,g
518,Glipizide XL,,,,,
519,Hydroxychloroquine Sulfate,,,,,
520,Hydrocortisone Study Drug (*IND*),,,,,
521,Gleevec,92.13244444444445,100.0,mg,921.3244444444445,g
522,Avapro,7.3102222222222215,75.0,mg,97.46962962962962,g
523,Irbesartan,0.10655555555555556,75.0,mg,1.4207407407407409,g
524,Sodium Polystyrene Sulfonate,0.13863134657836643,,,,
525,Ketorolac,1.508,30.0,mg/ml,0.05026666666666667,g/l
526,Lactulose,0.04135021097046414,10.0,g,0.0041350210970464134,g
527,Lansoprazole Oral Solution,,,,,
528,Lansoprazole Oral Suspension,,,,,
529,Lanthanum,3.0034444444444444,500.0,mg,6.006888888888889,g
530,LeVETiracetam,0.20983333333333334,500.0,mg,0.4196666666666667,g
531,Levetiracetam,0.20983333333333334,500.0,mg,0.4196666666666667,g
532,Hyoscyamine,,,,,
533,Lidocaine Viscous 2%,,,,,
534,Linezolid,2.6766666666666667,600.0,mg,4.461111111111111,g
535,Vitamin E,0.08866666666666667,1000.0,unt,8.866666666666668e-05,unt
536,Nitrofurantoin Monohyd (MacroBID),,,,,
537,Magnesium Citrate,,,,,
538,Magnesium Oxide,0.025699999999999997,500.0,mg,0.051399999999999994,g
539,Meclizine,0.0163,12.5,mg,1.3039999999999998,g
540,Psyllium,0.01962222222222222,,,,
541,MetFORMIN (Glucophage),,,,,
542,Metformin,6.303999999999999,500.0,mg,12.607999999999999,g
543,MetRONIDAZOLE (FLagyl),,,,,
544,Metronidazole,0.15085714285714286,,,,
545,Mexiletine,0.5525,150.0,mg,3.6833333333333336,g
546,Mexiletine HCl,0.5525,150.0,mg,3.6833333333333336,g
547,Provigil,39.294,100.0,mg,392.93999999999994,g
548,Moexipril HCl,,,,,
549,MoviPrep,47.45,,,,
550,moxifloxacin,7.163333333333333,,,,
551,Mycophenolate Mofetil,0.9351,500.0,mg,1.8702,g
552,sodium bica,0.00864,5.0,g,0.001728,g
553,Nabumetone,0.0977,500.0,mg,0.1954,g
554,Neomycin-Polymyxin-Bacitracin,,,,,
555,Nicotine,0.1050909090909091,4.0,mg,26.272727272727273,g
556,Polysaccharide Iron Complex,,,,,
557,Iron Polysaccharides Complex,,,,,
558,Nitroglycerin Ointment  2%,,,,,
559,Octreotide Acetate,4.477,0.05,mg/ml,89.54,g/l
560,OxycoDONE Liquid,,,,,
561,Pantoprazole Sodium,,,,,
562,Phenazopyridine HCl,,,,,
563,Phenazopyridine,,,,,
564,PNEUMOcoccal Vac Polyvalent,,,,,
565,Pneumococcal Vac Polyvalent,,,,,
566,Protamine Sulfate,,,,,
567,Vitamin B-6,,,,,
568,Ranitidine,,,,,
569,sevelamer CARBONATE,0.1667037037037037,800.0,mg,0.2083796296296296,g
570,Scopolamine Patch,,,,,
571,Sevelamer,0.1667037037037037,800.0,mg,0.2083796296296296,g
572,SulfaSALAzine,0.1659,500.0,mg,0.3318,g
573,Tenofovir Disoproxil (Viread),,,,,
574,Tenofovir Disoproxil Fum.,,,,,
575,Theophylline SR,,,,,
576,Thiamine,0.0134,50.0,mg,0.268,g
577,Thiamine HCl,0.0134,50.0,mg,0.268,g
578,Diltiazem Extended-Release,,,,,
579,Trizivir,26.424,,,,
580,Ursodiol,0.4932,300.0,mg,1.6440000000000001,g
581,Valproic Acid,0.1522,250.0,mg,0.6088,g
582,Valproate Sodium,,,,,
583,Hydrocodone-Acetaminophen,,,,,
584,Voriconazole,1.045,200.0,mg,5.225,g
585,Zinc Sulfate,0.0194,,,,
586,Acetaminophen (Liquid),,,,,
587,Soln,1973.7633333333333,10.0,mg/ml,197.37633333333332,g/l
588,Albumin 5% (12.5g / 250mL),,,,,
589,Albumin 5% (12.5gm),,,,,
590,Albumin 5% (25g / 500mL),,,,,
591,Albumin 5% (25 g),,,,,
592,Albumin 5% (12.5 g),,,,,
593,Argatroban,82.51,1.0,mg/ml,82.51,g/l
594,Azithromycin ,0.792,100.0,mg,7.92,g
595,Mupirocin Nasal Ointment 2%,,,,,
596,Lumigan,104.15,,,,
597,bimatoprost,42.632,,,,
598,Cetylpyridinium Chl (Cepacol),,,,,
599,Cepacol (Menthol),,,,,
600,Pletal,,,,,
601,Clotrimazole Cream,,,,,
602,D10W,26.596666666666668,,,,
603,D5LR,,,,,
604,Dexmedetomidine HCl,3.4172000000000002,100.0,mcg/ml,34.172,g/l
605,Dexmedetomidine,3.4172000000000002,100.0,mcg/ml,34.172,g/l
606,DOPamine,2.6468000000000003,40.0,mg/ml,0.06617,g/l
607,DopAmine,2.6468000000000003,40.0,mg/ml,0.06617,g/l
608,Doxycycline Hyclate,15.096666666666666,100.0,mg,150.96666666666664,g
609,Hydrocerin,,,,,
610,Famotidine (IV),,,,,
611,Ferrous Sulfate (Liquid),,,,,
612,Fish Oil (Omega 3),,,,,
613,Fondaparinux Sodium,,,,,
614,Fosphenytoin,10.1144,50.0,mg,202.28799999999998,g
615,Gentamicin,0.18566666666666667,,,,
616,Lantus,20.704,100.0,unt/ml,0.00020704,unt/l
617,Glucovance (5mg-500mg),,,,,
618,Hemorrhoidal Suppository,,,,,
619,Lansoprazole Oral Disintegrating Tab,,,,,
620,Lithium Carbonate,0.3285,450.0,mg,0.73,g
621,Meningococcal Vaccine,,,,,
622,Miconazole Nitrate Vag Cream 2%,,,,,
623,Milrinone,4.186,1.0,mg/ml,4.186,g/l
624,Nesiritide,,,,,
625,NiCARdipine IV,,,,,
626,Nitroglycerin,10.8075,0.4,mg,27018.749999999996,g
627,Nystatin Powder,,,,,
628,Nystatin,0.06833333333333333,100000.0,unt/g,6.833333333333333e-07,unt/g
629,Olanzapine (Disintegrating Tablet),,,,,
630,OLANZapine (Disintegrating Tablet),,,,,
631,Ondansetron ODT,,,,,
632,Pentamidine-Inhalation,,,,,
633,Phenytoin Sodium (IV),,,,,
634,Procainamide HCl,59.698,500.0,mg/ml,0.119396,g/l
635,Racepinephrine,,,,,
636,Ranitidine (Liquid),,,,,
637,ranolazine,0.28350000000000003,500.0,mg,0.5670000000000001,g
638,RiTONAvir,,,,,
639,ValGANCIclovir,4.5,50.0,mg/ml,0.09,g/l
640,Vancomycin Oral Liquid,,,,,
641,Venlafaxine XR,,,,,
642,Azithromycin,0.792,100.0,mg,7.92,g
643,Piperacillin-Tazobactam,,,,,
644,Acetaminophen IV,,,,,
645,Yellow CADD Cassette,,,,,
646,Calcium Chloride,8.593,100.0,mg/ml,0.08593,g/l
647,Calcium Carbonate Suspension,,,,,
648,Carbamazepine XR,,,,,
649,Amino Acids 4.25% W/ Dextrose 5%,,,,,
650,Divalproex (EXTended Release),,,,,
651,Disopyramide CR,,,,,
652,Dolasetron Mesylate,,,,,
653,GlipiZIDE XL,,,,,
654,Lactulose Enema,,,,,
655,Xopenex,1.4173333333333333,,,,
656,Xopenex Neb,,,,,
657,Levalbuterol Tartrate,,,,,
658,Levalbuterol Neb,,,,,
659,Dextrose 5%,6.535,1000.0,mg,6.535,g
660,Methadone PCA,,,,,
661,Morphine Infusion ? Comfort Care Guidelines,,,,,
662,Niacin SR,,,,,
663,NORepinephrine,23.057,32.0,mcg/ml,720.5312499999999,g/l
664,Normocarb,,,,,
665,Penicillin G Benzathine,,,,,
666,Propofol (Generic),,,,,
667,Quetiapine extended-release,,,,,
668,Carbidopa-Levodopa CR (50-200),,,,,
669,Carbidopa-Levodopa (25-250),,,,,
670,Carbidopa-Levodopa (25-100),,,,,
671,Syringe (PD),,,,,
672,Acetaminophen w/Codeine,,,,,
673,travoprost,15.791999999999998,,,,
674,Tirofiban,,,,,
675,Citrate Dextrose 3% (ACD-A) CRRT,,,,,
676,Readi-Cat 2 (Barium Sulfate 2% Suspension),,,,,
677,Travasol 4.25% W/ Dextrose 5%,,,,,
678,D5 1/2NS,,,,,
679,Epidural Bag,,,,,
680,0.9% Sodium Chloride (Mini Bag Plus),,,,,
681,NS (Mini Bag Plus),,,,,
682,Amino Acids 5%-Dextrose 15%,,,,,
683,Fat Emulsion 20%,,,,,
684,Emtricitabine-Tenofovir (Truvada),,,,,
685,Heparin (IABP),,,,,
686,Potassium Chl 20 mEq / 1000 mL NS,,,,,
687,Potassium Chl 40 mEq / 1000 mL NS,,,,,
688,Ketamine,15.755,10.0,mg/ml,1.5755000000000001,g/l
689,Potassium Chl 40 mEq / 1000 mL D5W,,,,,
690,0.83% Sodium Chloride,,,,,
691,Potassium Chl 20 mEq / 1000 mL D5NS,,,,,
692,Potassium Chl 40 mEq / 1000 mL D5NS,,,,,
693,Prismasate (B22 K4),,,,,
694,Prismasate (B32 K2),,,,,
695,Potassium Chl 20 mEq / 1000 mL D5 1/2 NS,,,,,
696,Potassium Chl 40 mEq / 1000 mL D5 1/2 NS,,,,,
697,Aspirin ,0.013055555555555555,81.0,mg,0.16117969821673525,g
698,EPINEPHrine,49.24,1.0,mg/ml,49.24,g/l
699,Prazosin,0.0794,1.0,mg,79.39999999999999,g
700,Rosiglitazone Maleate,,,,,
701,Tizanidine HCl,0.1725,4.0,mg,43.12499999999999,g
702,Bromocriptine Mesylate,0.4532,2.5,mg,181.28,g
703,Candesartan,1.2918888888888889,4.0,mg,322.97222222222223,g
704,DiCYCLOmine,0.19467230443974629,10.0,mg,19.46723044397463,g
705,Potassium Chloride Replacement (Oncology),,,,,
706,Lamotrigine,4.772333333333333,25.0,mg,190.89333333333332,g
707,Minocycline,0.961,115.0,mg,8.356521739130434,g
708,Nadolol,0.1598,20.0,mg,7.989999999999999,g
709,CycloSPORINE (Neoral) MODIFIED,,,,,
710,Nimodipine,2.8396666666666666,30.0,mg,94.65555555555555,g
711,Phenytoin Infatab,,,,,
712,Phenylephrine  0.5% Nasal Spray,,,,,
713,PrimiDONE,0.2895,250.0,mg,1.158,g
714,Abacavir Sulfate,,,,,
715,Amoxicillin,0.08039999999999999,500.0,mg,0.16079999999999997,g
716,Cefpodoxime Proxetil,1.35,100.0,mg,13.5,g
717,Activated,9999.7,200.0,mg,49998.5,g
718,Chlorothiazide,0.0471,10.0,mg,4.71,g
719,Clindamycin HCl,1.333,150.0,mg,8.886666666666667,g
720,Creon 12,,,,,
721,Disopyramide Phosphate,,,,,
722,Estrogens Conjugated,,,,,
723,Hydroxyurea,0.3996,500.0,mg,0.7992,g
724,*NF* Irbesartan,,,,,
725,Lepirudin,,,,,
726,Methadon,1.693,10.0,mg,169.3,g
727,Micafungin,25.13,50.0,mg,502.59999999999997,g
728,sodium bicar,0.00864,5.0,g,0.001728,g
729,Cyclosporine Modified (Neoral),,,,,
730,Nitroprusside Sodium,,,,,
731,Sodium Chloride Nasal,,,,,
732,SulfaSALAzine_,,,,,
733,ValACYclovir,0.8,500.0,mg,1.6,g
734,Vasopressin,88.43799999999999,20.0,unt/ml,0.0044218999999999994,unt/l
735,Albumin 5%,,,,,
736,Atovaquone Suspension,,,,,
737,Dobutamine HCl,,,,,
738,guaiFENesin,0.34500000000000003,30.0,mg/g,11.500000000000002,g/g
739,Mucinex,0.18510000000000001,600.0,mg,0.30850000000000005,g
740,Isosorbide Dinitrate SA,,,,,
741,SulfADIAzine,0.21400000000000002,,,,
742,Divalproex Sod. Sprinkles,,,,,
743,MetFORMIN XR (Glucophage XR),,,,,
744,Sodium Chloride 0.9%  Flush,,,,,
745,Niaspan,1.5582222222222224,,,,
746,Syringe (0.9% Sodium Chloride),,,,,
747,Verapamil SR,,,,,
748,Aspirin Desensitization (AERD),,,,,
749,Leucovorin Calcium,1.0,5.0,mg,200.0,g
750,Ropinirole,5.782666666666667,6.0,mg,963.7777777777777,g
751,Metoprolol XL (Toprol XL),,,,,
752,Mesalamine,4.868571428571428,4.0,g,1.217142857142857,g
753,Felodipine,0.3643,2.5,mg,145.72,g
754,LaMOTrigine,4.772333333333333,25.0,mg,190.89333333333332,g
755,Penicillin G Potassium,33.5,,,,
756,LaMIVudine,76.90799999999999,100.0,mg/l,769.0799999999998,g/l
757,Sodium Phosphate,0.007894736842105263,19.0,g,0.00041551246537396125,g
758,Tretinoin (ATRA-All Transretinoic Acid),,,,,
759,HYDROmorphone-HP,,,,,
760,Dornase alfa *NF*,,,,,
761,sevelamer HYDROCHLORIDE,,,,,
762,Humulin R,73.9765,,,,
763,Cefepime,13.020000000000001,2.0,g,6.510000000000001,g
764,Pamidronate,,,,,
765,Dopamine HCl,2.6468000000000003,40.0,mg/ml,0.06617,g/l
766,Heparin Flush CVL  (100 units/ml) ,,,,,
767,Procainamide,59.698,500.0,mg/ml,0.119396,g/l
768,Ampicillin Desensitization,,,,,
769,Ferric Gluconate,,,,,
770,Fosphenytoin Sodium,,,,,
771,Iso-Osmotic Dextrose,,,,,
772,Iso-Osmotic Sodium Chloride,,,,,
773,Sodium Thiosulfate,,,,,
774,Isotonic Sodium Chloride,,,,,
775,Heparin Flush CVL  (100 units/ml),,,,,
776,Zebeta,,,,,
777,Epinephrine 1:1000,1.5575999999999999,,,,
778,Heparin Flush Port (10units/ml),,,,,
779,Cytarabine,13.91,2.0,g,6.955,g
780,Morphine Sulfate IR,,,,,
781,panto,1.827,40.0,mg,45.675,g
782,Pyridoxine HCl,0.011200000000000002,25.0,mg,0.44800000000000006,g
783,Aminophylline,,,,,
784,Sulfameth/Trimethoprim Suspension,,,,,
785,Enalaprilat,,,,,
786,Guaifenesin-Dextromethorphan,,,,,
787,Mineral Oil,,,,,
788,quiniDINE Gluconate E.R.,,,,,
789,Quinidine Sulfate,,,,,
790,Succinylcholine,5.1255999999999995,20.0,mg/ml,0.25627999999999995,g/l
791,Ziprasidone Mesylate,,,,,
792,Bivalirudin,49.408,5.0,mg/ml,9.8816,g/l
793,Lidocaine 2%,2.3236000000000003,5.0,ml,464.7200000000001,l
794,Glycopyrrolate,0.2,1.0,mg,200.0,g
795,Acetaminophen-Caff-Butalbital,,,,,
796,Butalbital-Acet-Caffeine,,,,,
797,Guaifenesin-Codeine Phosphate,,,,,
798,Oxycodone-Acetaminophen Elixir,,,,,
799,Pioglitazone,2.068,12.5,mg,165.44,g
800,Levemir,20.984,,,,
801,NS Epidural Bag (0.9% NaCl),,,,,
802,AcetaZOLamide Sodium,,,,,
803,AcetaZOLAMIDE Sodium,,,,,
804,Acetazolamide Sodium,,,,,
805,Chlorothiazide Sodium,,,,,
806,Imipenem-Cilastatin,,,,,
807,Mannitol 20%,,,,,
808,Hespan,9.544166666666667,,,,
809,Sodium Chloride 3% (Hypertonic),,,,,
810,Liothyronine Sodium,,,,,
811,Promethazine,0.9816666666666666,12.5,mg,78.53333333333332,g
812,D5NS,,,,,
813,0.45% Sodium Chloride,1.51,,,,
814,1/2 NS,,,,,
815,Glucosamine,0.0355,,,,
816,Synthroid,0.09877777777777778,100.0,mcg,987.7777777777779,g
817,*NF BRINZOLAMIDE (AZOPT),,,,,
818,Vigamox,7.163333333333333,,,,
819,Crestor,8.855888888888888,10.0,mg,885.5888888888887,g
820,Endur-Acin,,,,,
821,Imatinib,305.1766666666667,400.0,mg,762.9416666666666,g
822,tabletsCandesartan Cilexetil,,,,,
823,LORAZEPAM,0.0444,1.0,mg,44.4,g
824,*NF* Basiliximab,,,,,
825,Insulin Pump (Self Administering Medication),,,,,
826,AMP,518.63,300.0,iu,1.7287666666666666,iu
827,cortosyn,,,,,
828,Cortroysn,,,,,
829,NS (Syringe),,,,,
830,0.9% Sodium Chloride P.F. (Syringe),,,,,
831,Papain 2.5 % Solution,,,,,
832,Syringe (Sterile Water),,,,,
833,6 Syringes (NS),,,,,
834,Syringe (Intraperitoneal),,,,,
835,CVVH Citrated,,,,,
836,NS Epidural Bag,,,,,
837,Maalox/Benadryl/Lidocaine,,,,,
838,Maalox/Lidocaine,,,,,
839,Restasis,117.96199999999999,,,,
840,Posaconazole Suspension,,,,,
841,Meropenem Desensitization,,,,,
842,Thrombin,60.26,,,,
843,Amikacin,14.472,250.0,mg/ml,0.057887999999999995,g/l
844,Drotrecogin Alfa (Xigris),,,,,
845,Moexipril,,,,,
846,Methylphenidate HCl,0.2724,10.0,mg,27.24,g
847,Ampicillin,1.1560000000000001,250.0,mg,4.6240000000000006,g
848,Pseudoephedrine HCl,0.20800000000000002,120.0,mg,1.7333333333333336,g
849,Mesalamine DR,,,,,
850,Mycophenolate Mofetil Suspension,,,,,
851,Penicillin V Potassium,,,,,
852,QUEtiapine,0.10064000000000001,25.0,mg,4.0256,g
853,Bengay,,,,,
854,Venlafaxine,2.9650000000000003,37.5,mg,79.06666666666668,g
855,pramipexole,4.3293333333333335,0.375,mg,11544.888888888889,g
856,ChlorproMAZINE,0.5318999999999999,10.0,mg,53.18999999999999,g
857,Lacri-Lube Oint,,,,,
858,Lyrica,7.3309999999999995,25.0,mg,293.23999999999995,g
859,Mannitol,1517.23,10.0,mg,151723.0,g
860,Topiramate,5.533,100.0,mg,55.33,g
861,Stavudine,,,,,
862,Propafenone HCl,0.4408333333333333,225.0,mg,1.959259259259259,g
863,Ticlopidine HCl,,,,,
864,Clonidine Patch 0.1 mg/24 hr,,,,,
865,ChlorproPAMIDE,,,,,
866,Clozapine,5.9927,50.0,mg/ml,0.119854,g/l
867,Heparin ,1.0024,,,,
868,Clindamycin Suspension,,,,,
869,sodium Bicar,0.00864,5.0,g,0.001728,g
870,Oxcarbazepine,7.230333333333333,300.0,mg,24.101111111111113,g
871,Namenda,7.299183673469388,5.0,mg,1459.8367346938776,g
872,Benztropine Mesylate,0.222,2.0,mg,111.0,g
873,Megestrol Acetate,2.5772666666666666,625.0,mg,4.1236266666666666,g
874,Imatinib Mesylate,305.1766666666667,400.0,mg,762.9416666666666,g
875,*NF* Tacrolimus Suspension,,,,,
876,potassium,61.5,,,,
877,Memantine,0.08549999999999999,5.0,mg,17.099999999999998,g
878,Bupropion SR,,,,,
879,Niacin,0.016980000000000002,500.0,g,3.396000000000001e-05,g
880,modafinil,19.19,100.0,mg,191.9,g
881,Mycostatin,,,,,
882,Sodium Chloride 23.4%,18.418,,,,
883,Tigecycline,39.196,50.0,mg,783.92,g
884,Fluticasone Propionate Nasal,,,,,
885,Sildenafil,0.9820535714285714,10.0,mg/ml,0.09820535714285714,g/l
886,Travatan Z,58.477999999999994,,,,
887,Entacapone,0.6347,200.0,mg,3.1735,g
888,Pentoxifylline,0.1948,40.0,mg,4.87,g
889,NS (Irrigation Bottle),,,,,
890,Digoxin Immune Fab,,,,,
891,Nicotine Polacrilex,0.1050909090909091,4.0,mg,26.272727272727273,g
892,Dobutamine Hcl,,,,,
893,Syringe (Intrapleural),,,,,
894,Albuterol Sulfate,,,,,
895,Albuterol 0.5%,,,,,
896,Guaifenesin ER,,,,,
897,Methimazole,0.2125,5.0,mg,42.5,g
898,Quinine Sulfate,,,,,
899,Morphine Sulfate (0.5-4mg),,,,,
900,Theophylline ER (Uniphyl),,,,,
901,Dexamethason,0.4388,2.0,mg,219.4,g
902,Opium Tincture,,,,,
903,Chloraseptic Throat Spray,,,,,
904,Miconazole Nitrate Vaginal,,,,,
905,Psyllium Wafer,,,,,
906,Rifampin,2.9979999999999998,150.0,mg,19.986666666666665,g
907,Hydrocortisone Cream 2.5%,,,,,
908,"Meningococ Vac A,C,Y,W135 (PF)",,,,,
909,Naproxen,0.0556,220.0,mg,0.2527272727272727,g
910,Dexmedetomidine Hcl,3.4172000000000002,100.0,mcg/ml,34.172,g/l
911,Ropivacaine 0.2%,,,,,
912,Hydrocortisone Oint 0.5%,,,,,
913,Methylene Blue,128.44,,,,
914,Lidocaine ,2.7,,,,
915,Chlorpromazine HCl,0.5318999999999999,10.0,mg,53.18999999999999,g
916,urea,0.3996,500.0,mg,0.7992,g
917,Clobetasol Propionate 0.05% Ointment,,,,,
918,ASA81,,,,,
919,Clobetasol Propionate 0.05% Cream,0.2806666666666667,,,,
920,Zonalon,18.863666666666667,50.0,mg/g,377.2733333333333,g/g
921,Mesalamine (Rectal),,,,,
922,Methotrexate Sodium P.F.,,,,,
923,Buspirone,0.06398,5.0,mg,12.796,g
924,Probenecid,0.621,500.0,mg,1.242,g
925,Glucophage XR,,,,,
926,Triamcinolone Acetonide 0.025% Cream,0.019449339207048458,,,,
927,Methylprednisolone Sodium Succ,,,,,
928,Glyburide/Metformin (1.25mg-250mg),,,,,
929,Ranexa,6.18,100.0,mg/ml,0.061799999999999994,g/l
930,VinCRIStine (Oncovin),,,,,
931,Tromethamine,1.508,30.0,mg/ml,0.05026666666666667,g/l
932,Codeine Sulfate,,,,,
933,nystat,0.06833333333333333,100000.0,unt/g,6.833333333333333e-07,unt/g
934,Amphotericin B,12.06,50.0,mg,241.2,g
935,Estradiol,0.054400000000000004,0.5,mg,108.80000000000001,g
936,"Albumin, Human",,,,,
937,Levalbuterol HCl,1.718,1.25,mg,1374.3999999999999,g
938,Miconazole Nitrate (Combo Pack),,,,,
939,Repaglinide,0.3518,0.5,mg,703.6,g
940,Ritonavir,,,,,
941,Mirapex,23.642666666666667,0.375,mg,63047.11111111111,g
942,Bupropion,0.1385,150.0,mg,0.9233333333333335,g
943,Tocopheryl,,,,,
944,Latanoprost,2.8833333333333333,,,,
945,Phosphorus,0.24350000000000002,250.0,mg,0.9740000000000001,g
946,Epinephrine HCl,5.527666666666667,1.0,mg/ml,5.527666666666667,g/l
947,Piperacillin,4.863,4.0,g,1.21575,g
948,Creon 10,,,,,
949,Methocarbamol,0.063,500.0,mg,0.126,g
950,Glucovance (1.25mg-250mg),,,,,
951,Lovastatin,0.06944444444444445,40.0,mg,1.7361111111111112,g
952,Calcium Replacement (Oncology),,,,,
953,Prazosin HCl,0.0794,1.0,mg,79.39999999999999,g
954,Gammagard Liquid,100.33,1.0,g,100.33,g
955,Amiloride HCl,0.0732,5.0,mg,14.64,g
956,Pulmozyme,745.1659999999999,2.5,ml,298066.39999999997,l
957,Colistin,8.84,150.0,mg,58.93333333333334,g
958,Hydrocortisone (Rectal) 2.5% Cream,,,,,
959,Ropinirole HCl,5.782666666666667,6.0,mg,963.7777777777777,g
960,Trandolapril,,,,,
961,Docusate,1.7803333333333333,283.0,mg,6.290930506478209,g
962,Docusate ,1.7803333333333333,283.0,mg,6.290930506478209,g
963,Nystatin Ointment,,,,,
964,Anusol Suppository,,,,,
965,Sotalol HCl,0.0738,80.0,mg,0.9225,g
966,*NF* Micafungin,,,,,
967,CefazoLIN Desensitization,,,,,
968,OLANZapine,0.37,10.0,mg,37.0,g
969,Magnesium Sulfate Replacement (Oncology),,,,,
970,Magnesium Sulfate (Latex Free),,,,,
971,Methylene Blue 1%,,,,,
972,NS        (Glass Bottle),,,,,
973,Zelnorm,,,,,
974,Clonidine Patch 0.2 mg/24 hr,,,,,
975,Sodium Fluoride (Dental Gel),,,,,
976,Silver Nitrate Applicator,,,,,
977,Thyroid,,,,,
978,Zofran,,,,,
979,Nephramine 2.7%,,,,,
980,Valganciclovir HCl,4.5,50.0,mg/ml,0.09,g/l
981,Liothyronine,261.31,10.0,mcg/ml,26131.0,g/l
982,Betamethasone Dipro 0.05% Oint,,,,,
983,Nafcillin Desensitization,,,,,
984,Qvar,19.403,40.0,mcg,485075.0,g
985,Dextromethorphan-Guaifenesin (Sugar Free),,,,,
986,Hurricaine Spray,0.37466666666666665,,,,
987,artificial,0.09666666666666666,,,,
988,Tucks Hemorrhoidal Oint 1%,,,,,
989,Cyclophosphamide,56.21,200.0,mg/ml,0.28105,g/l
990,Morphine,0.4413,15.0,mg,29.42,g
991,Oxacillin,0.3833,250.0,mg,1.5332,g
992,Dakins 1/4 Strength,,,,,
993,Dantrolene Sodium,,,,,
994,Desitin,,,,,
995,Flurbiprofen 0.03%,,,,,
996,Dexamethasone Ophthalmic Soln 0.1%,,,,,
997,Bacitracin-Polymyxin Ointment,,,,,
998,Paclitaxel,778.39,100.0,mg,7783.9,g
999,Phenaseptic Throat Spray,,,,,
1000,Ear Wax Drops,,,,,
1001,Humalog,5.1770000000000005,100.0,unt/ml,5.177000000000001e-05,unt/l
1002,Insulin Pump,,,,,
1003,LeVETiracetam Oral Solution,,,,,
1004,Sodium Acetate,75.175,,,,
1005,PHENObarbital,,,,,
1006,5 Syringes (NS),,,,,
1007,Betamethasone Dipro 0.05% Cream,,,,,
1008,Fentanyl,1.1523999999999999,50.0,mcg/ml,23.047999999999995,g/l
1009,Sodium Chloride ,1.3566666666666667,,,,
1010,Theophylline (Oral Solution),,,,,
1011,Tucks,,,,,
1012,Atropine Sulfate Ophth 1%,,,,,
1013,Lidocaine 1% P.F.,,,,,
1014,Sodium Citrate 4%,,,,,
1015,Betamethasone Valerate 0.1% Cream,0.3953333333333333,,,,
1016,Potassium Chl 20 mEq / 1000 mL D5LR,,,,,
1017,Symbicort,356.6,,,,
1018,Lotemax,42.106,,,,
1019,Vivelle-Dot,12.46625,0.0375,mg,332433.3333333334,g
1020,Bosentan,,,,,
1021,JANUVIA,15.5254,50.0,mg,310.508,g
1022,Viokase-8,,,,,
1023,Chlorpheniramine Maleate,0.0035600000000000002,4.0,mg,0.89,g
1024,Nitroglycerin SR,,,,,
1025,Risperidone Oral Solution,,,,,
1026,Dopamine,2.6468000000000003,40.0,mg/ml,0.06617,g/l
1027,asa,50.042,100.0,units/ml,0.00050042,units/l
1028,Bacitracin Ophthalmic Oint,,,,,
1029,CILOSTAZOL,0.3393333333333333,100.0,mg,3.393333333333333,g
1030,Dronabinol,17.532,2.5,mg,7012.8,g
1031,Lexapro,11.605,5.0,mg,2321.0,g
1032,Glutamine,,,,,
1033,Hydroxyzine HCl,1.3599999999999999,25.0,mg,54.39999999999999,g
1034,leflunomide,0.56,10.0,mg,56.00000000000001,g
1035,MEMAntine,0.08549999999999999,5.0,mg,17.099999999999998,g
1036,NiCARdipine,11.211,2.5,mg/ml,4.4844,g/l
1037,Orange Oil,,,,,
1038,Oseltamivir Phosphate,,,,,
1039,Oseltamivir,7.5569999999999995,30.0,mg,251.9,g
1040,Quetiapine,0.10064000000000001,25.0,mg,4.0256,g
1041,Tolvaptan,348.755,15.0,mg,23250.333333333332,g
1042,Topiramate (Topamax),,,,,
1043,triazolam,0.6047,0.125,mg,4837.6,g
1044,Accolate,3.7358333333333333,10.0,mg,373.5833333333333,g
1045,*NF* Arginine HCl,,,,,
1046,Aveeno Bath,,,,,
1047,Pulmicort,246.77,180.0,mcg,1370944.4444444447,g
1048,Chlorhexidine Gluconate,1.0050000000000001,,,,
1049,zz,242.68266666666665,60.0,mg,4044.7111111111108,g
1050,Dapsone,1.2387777777777778,,,,
1051,Darunavir,,,,,
1052,Didanosine EC,,,,,
1053,Divalproex ,0.06570000000000001,125.0,mg,0.5256000000000001,g
1054,Esmolol in Saline (Iso-osm),,,,,
1055,Famciclovir,1.4123333333333332,125.0,mg,11.298666666666666,g
1056,fenofibrate micronized,,,,,
1057,Fluvoxamine Maleate,2.4963333333333333,100.0,mg,24.96333333333333,g
1058,Gentamicin Sulf. Ophth. Soln,,,,,
1059,irbesartan,0.10655555555555556,75.0,mg,1.4207407407407409,g
1060,Fluocinonide 0.05% Ointment,,,,,
1061,Methylnaltrexone,,,,,
1062,Nevirapine,,,,,
1063,Testosterone 2.5mg Patch,,,,,
1064,Vitamin B-1,0.0172,1000.0,mcg,17.2,g
1065,Trimethoprim,0.2871,100.0,mg,2.871,g
1066,Albumin 5% (2.5gm),,,,,
1067,budesonide,218.235,2.0,mg,109117.5,g
1068,Calcitonin Salmon,,,,,
1069,Cilostaz,0.3393333333333333,100.0,mg,3.393333333333333,g
1070,Carbamide Peroxide,0.08466666666666667,,,,
1071,Heparin Flush,,,,,
